Saving file... detailDownsampled.csv
Saving file... detailVolDownsampled.csv
Saving file... detailTempDownsampled.csv
         9069802 function calls (8944310 primitive calls) in 11.970 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 nanops.py:243(_get_values)
        3    0.000    0.000    0.000    0.000 nanops.py:330(_na_ok_dtype)
        3    0.000    0.000    0.000    0.000 nanops.py:442(nanany)
       23    0.000    0.000    0.001    0.000 numeric.py:288(full)
        6    0.000    0.000    0.000    0.000 numeric.py:78(_validate_dtype)
       56    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
       28    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
    41670    0.633    0.000    0.946    0.000 numerictypes.py:575(_can_coerce_all)
   395865    0.243    0.000    0.243    0.000 numerictypes.py:584(<listcomp>)
    20835    0.072    0.000    1.062    0.000 numerictypes.py:599(find_common_type)
    20835    0.038    0.000    0.038    0.000 numerictypes.py:651(<listcomp>)
    20835    0.006    0.000    0.006    0.000 numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
       12    0.000    0.000    0.000    0.000 parse.py:100(_noop)
       12    0.000    0.000    0.000    0.000 parse.py:111(_coerce_args)
        6    0.000    0.000    0.000    0.000 parse.py:369(urlparse)
        6    0.000    0.000    0.000    0.000 parse.py:416(_checknetloc)
        6    0.000    0.000    0.000    0.000 parse.py:434(urlsplit)
        3    0.000    0.000    0.014    0.005 parsers.py:1039(_make_engine)
        3    0.000    0.000    2.616    0.872 parsers.py:1055(read)
        3    0.000    0.000    0.000    0.000 parsers.py:1086(__enter__)
        3    0.000    0.000    0.000    0.000 parsers.py:1089(__exit__)
        9    0.000    0.000    0.000    0.000 parsers.py:1093(_is_index_col)
        9    0.000    0.000    0.000    0.000 parsers.py:1097(_is_potential_multi_index)
       18    0.000    0.000    0.000    0.000 parsers.py:1121(<genexpr>)
        3    0.000    0.000    0.000    0.000 parsers.py:1199(_validate_usecols_arg)
        3    0.000    0.000    0.000    0.000 parsers.py:1249(_validate_parse_dates_arg)
        3    0.000    0.000    0.000    0.000 parsers.py:1272(__init__)
        3    0.000    0.000    0.001    0.000 parsers.py:1358(_open_handles)
        3    0.000    0.000    0.001    0.000 parsers.py:1371(_validate_parse_dates_presence)
        3    0.000    0.000    0.000    0.000 parsers.py:1407(<setcomp>)
        3    0.000    0.000    0.000    0.000 parsers.py:1419(close)
        3    0.000    0.000    0.000    0.000 parsers.py:1423(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 parsers.py:1509(_maybe_dedup_names)
        6    0.000    0.000    0.000    0.000 parsers.py:1539(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 parsers.py:1545(_make_index)
        3    0.000    0.000    0.000    0.000 parsers.py:1835(_do_date_conversions)
        3    0.012    0.004    0.014    0.005 parsers.py:1853(__init__)
        3    0.000    0.000    0.000    0.000 parsers.py:1987(close)
        3    0.000    0.000    0.000    0.000 parsers.py:1996(_set_noconvert_columns)
        3    0.000    0.000    2.409    0.803 parsers.py:2059(read)
        3    0.000    0.000    0.000    0.000 parsers.py:2134(<listcomp>)
        3    0.000    0.000    0.000    0.000 parsers.py:2136(<dictcomp>)
        3    0.000    0.000    0.000    0.000 parsers.py:3299(_make_date_converter)
        3    0.000    0.000    0.000    0.000 parsers.py:3344(_process_date_conversion)
        3    0.000    0.000    0.000    0.000 parsers.py:3432(_clean_na_values)
        3    0.000    0.000    0.000    0.000 parsers.py:3786(_refine_defaults_read)
        3    0.000    0.000    0.000    0.000 parsers.py:3875(_extract_dialect)
        6    0.000    0.000    0.000    0.000 parsers.py:394(validate_integer)
        3    0.000    0.000    0.000    0.000 parsers.py:3971(_validate_skipfooter)
        3    0.000    0.000    0.000    0.000 parsers.py:423(_validate_names)
        3    0.033    0.011    2.664    0.888 parsers.py:447(_read)
        3    0.000    0.000    2.664    0.888 parsers.py:533(read_csv)
        3    0.000    0.000    0.015    0.005 parsers.py:780(__init__)
        3    0.000    0.000    0.000    0.000 parsers.py:821(close)
        3    0.000    0.000    0.000    0.000 parsers.py:824(_get_options_with_defaults)
        3    0.000    0.000    0.000    0.000 parsers.py:865(_check_file_or_buffer)
        3    0.000    0.000    0.000    0.000 parsers.py:876(_clean_options)
       18    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       12    0.000    0.000    0.000    0.000 range.py:133(_simple_new)
        3    0.000    0.000    0.000    0.000 range.py:152(_data)
        3    0.000    0.000    0.000    0.000 range.py:207(start)
        3    0.000    0.000    0.000    0.000 range.py:230(stop)
        3    0.000    0.000    0.000    0.000 range.py:253(step)
        3    0.000    0.000    0.000    0.000 range.py:313(dtype)
    20899    0.015    0.000    0.022    0.000 range.py:747(__len__)
    20841    0.054    0.000    0.067    0.000 range.py:757(__getitem__)
        6    0.000    0.000    0.000    0.000 range.py:85(__new__)
20844/20841    0.295    0.000    4.503    0.000 series.py:238(__init__)
        3    0.000    0.000    0.003    0.001 series.py:372(_init_dict)
        3    0.000    0.000    0.001    0.000 series.py:4149(_reduce)
        3    0.000    0.000    0.000    0.000 series.py:422(_constructor)
        3    0.000    0.000    0.001    0.000 series.py:4337(reindex)
    20844    0.033    0.000    0.033    0.000 series.py:439(_set_axis)
        3    0.000    0.000    0.002    0.001 series.py:4778(isna)
    20850    0.050    0.000    0.091    0.000 series.py:488(name)
    20847    0.052    0.000    0.155    0.000 series.py:538(name)
    20835    0.019    0.000    0.065    0.000 series.py:543(values)
       15    0.000    0.000    0.000    0.000 series.py:585(_values)
        3    0.127    0.042    9.044    3.015 task2.py:18(downsample)
        1    0.056    0.056   11.949   11.949 task2.py:30(runner)
        3    0.000    0.000    0.184    0.061 task2.py:7(save_downsample)
        6    0.000    0.000    0.000    0.000 typing.py:121(_type_convert)
        6    0.000    0.000    0.000    0.000 typing.py:130(_type_check)
        3    0.000    0.000    0.000    0.000 typing.py:1333(cast)
        3    0.000    0.000    0.000    0.000 typing.py:182(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 typing.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:197(_check_generic)
       21    0.000    0.000    0.000    0.000 typing.py:2020(new_type)
        2    0.000    0.000    0.000    0.000 typing.py:209(_deduplicate)
        2    0.000    0.000    0.000    0.000 typing.py:223(_remove_dups_flatten)
    29/28    0.000    0.000    0.000    0.000 typing.py:262(inner)
        1    0.000    0.000    0.000    0.000 typing.py:328(__repr__)
      3/2    0.000    0.000    0.000    0.000 typing.py:343(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:424(Union)
        6    0.000    0.000    0.000    0.000 typing.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:462(Optional)
        1    0.000    0.000    0.000    0.000 typing.py:515(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:549(__eq__)
        3    0.000    0.000    0.000    0.000 typing.py:557(__hash__)
       20    0.000    0.000    0.000    0.000 typing.py:648(_is_dunder)
        3    0.000    0.000    0.000    0.000 typing.py:660(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:696(__setattr__)
        6    0.000    0.000    0.000    0.000 typing.py:702(__instancecheck__)
        3    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        8    0.000    0.000    0.000    0.000 typing.py:739(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:815(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:824(copy_with)
        6    0.000    0.000    0.000    0.000 typing.py:831(__subclasscheck__)
    14/12    0.000    0.000    0.000    0.000 typing.py:916(__hash__)
       42    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10557f430}
   104316    0.069    0.000    0.070    0.000 {built-in method _abc._abc_instancecheck}
   181/22    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      352    0.016    0.000    0.016    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.001    0.001 {built-in method builtins.__build_class__}
83391/83388    0.066    0.000    0.297    0.000 {built-in method builtins.all}
    41685    0.069    0.000    0.731    0.000 {built-in method builtins.any}
    20852    0.007    0.000    0.007    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      2/1    0.000    0.000   11.970   11.970 {built-in method builtins.exec}
   838373    0.165    0.000    0.165    0.000 {built-in method builtins.getattr}
    41951    0.012    0.000    0.012    0.000 {built-in method builtins.hasattr}
41758/41753    0.013    0.000    0.013    0.000 {built-in method builtins.hash}
1882490/1882478    0.703    0.000    1.046    0.000 {built-in method builtins.isinstance}
   502547    0.096    0.000    0.096    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
834058/708933    0.243    0.000    0.344    0.000 {built-in method builtins.len}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
    20835    0.021    0.000    0.021    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        6    0.002    0.000    0.002    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
21078/21072    0.056    0.000    0.056    0.000 {built-in method numpy.array}
       46    0.089    0.002    0.089    0.002 {built-in method numpy.core._multiarray_umath.implement_array_function}
    20900    0.154    0.000    0.154    0.000 {built-in method numpy.empty}
       12    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        9    0.008    0.001    0.008    0.001 {built-in method pandas._libs.missing.isnaobj}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
       21    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.004    0.001    0.004    0.001 {built-in method posix.stat}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
    20958    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
        6    0.062    0.010    0.062    0.010 {method 'astype' of 'numpy.ndarray' objects}
        6    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       39    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      194    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
    20838    0.007    0.000    0.007    0.000 {method 'keys' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       73    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    2.290    0.763    2.408    0.803 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
        6    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
       45    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        6    0.000    0.000    0.001    0.000 {pandas._libs.lib.clean_index_list}
       27    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
       27    0.099    0.004    0.100    0.004 {pandas._libs.lib.infer_dtype}
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       46    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
    41679    0.014    0.000    0.014    0.000 {pandas._libs.lib.is_integer}
    20850    0.006    0.000    0.006    0.000 {pandas._libs.lib.is_iterator}
   104259    0.128    0.000    0.255    0.000 {pandas._libs.lib.is_list_like}
       85    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
    20835    0.007    0.000    0.007    0.000 {pandas._libs.lib.item_from_zerodim}
       23    0.040    0.002    0.041    0.002 {pandas._libs.lib.maybe_convert_objects}
        3    0.008    0.003    0.008    0.003 {pandas._libs.lib.to_object_array_tuples}
        3    0.088    0.029    0.088    0.029 {pandas._libs.writers.write_csv_rows}


